name,directed_by,genre,type,id,initial_release_date
Bringing Down the House,Adam Shankman,Romantic comedy|Screwball comedy|Comedy of Errors|Crime Comedy|Comedy,,/en/bringing_down_the_house,3/7/2003
Broadway: The Golden Age,Rick McKay,Documentary film|Biographical film,,/en/broadway_the_golden_age,6/11/2004
Brokeback Mountain,Ang Lee,Romance Film|Epic film|Drama,,/en/brokeback_mountain,9/2/2005
Broken Allegiance,Nick Hallam,Indie film|Short Film|Fan film,,/en/broken_allegiance,
Broken Flowers,Jim Jarmusch,Mystery|Road movie|Comedy|Drama,,/en/broken_flowers,8/5/2005
The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,Romance Film|LGBT|Romantic comedy|Gay Themed|Indie film|Comedy-drama|Gay|Gay Interest|Ensemble Film|Comedy|Drama,,/en/the_broken_hearts_club_a_romantic_comedy,1/29/2000
Brooklyn Lobster,Kevin Jordan,Indie film|Family Drama|Comedy-drama|Comedy|Drama,,/en/brooklyn_lobster,9/9/2005
Brother,Takeshi Kitano,Thriller|Crime Fiction,,/en/brother,
Brother Bear,Aaron Blaise|Robert A. Walker,Family|Fantasy|Animation|Adventure Film,,/en/brother_bear,10/20/2003
Brother Bear 2,Ben Gluck,Family|Animated cartoon|Fantasy|Adventure Film|Animation,,/en/brother_bear_2,8/29/2006
Brother 2,Aleksei Balabanov,Crime Fiction|Thriller|Action Film,,/en/brother_2,5/11/2000
Brotherhood of Blood,Michael Roesch|Peter Scheerer|Sid Haig,Horror|Cult film|Creature Film,,/en/brotherhood_of_blood,
Brotherhood of the Wolf,Christophe Gans,Martial Arts Film|Adventure Film|Mystery|Science Fiction|Historical fiction|Thriller|Action Film,,/en/brotherhood_of_the_wolf,1/31/2001
Brothers of the Head,Keith Fulton|Louis Pepe,Indie film|Musical|Film adaptation|Music|Mockumentary|Comedy-drama|Historical period drama|Musical Drama|Drama,,/en/brothers_of_the_head,9/10/2005
Brown Sugar,Rick Famuyiwa,Musical|Romantic comedy|Coming of age|Romance Film|Musical Drama|Musical comedy|Comedy|Drama,,/en/brown_sugar_2002,10/5/2002
Bruce Almighty,Tom Shadyac,Comedy|Fantasy|Drama,,/en/bruce_almighty,5/23/2003
Bubba Ho-Tep,Don Coscarelli,Horror|Parody|Comedy|Mystery|Drama,,/en/bubba_ho-tep,6/9/2002
Bubble,Steven Soderbergh,Crime Fiction|Mystery|Indie film|Thriller|Drama,,/en/bubble,9/3/2005
Bubble Boy,Blair Hayes,Romance Film|Teen film|Romantic comedy|Adventure Film|Comedy|Drama,,/en/bubble_boy,8/23/2001
Buddy Boy,Mark Hanlon,Psychological thriller|Thriller|Indie film|Erotic thriller,,/en/buddy_boy,3/24/2000
Buffalo Dreams,David Jackson,Western|Teen film|Drama,,/en/buffalo_dreams,3/11/2005
Buffalo Soldiers,Gregor Jordan,War film|Crime Fiction|Comedy|Thriller|Satire|Indie film|Drama,,/en/buffalo_soldiers,9/8/2001
Bug,William Friedkin,Thriller|Horror|Indie film|Drama,,/en/bug_2006,5/19/2006
Bulletproof Monk,Paul Hunter,Martial Arts Film|Fantasy|Action Film|Buddy film|Thriller|Action/Adventure|Action Comedy|Comedy,,/en/bulletproof_monk,4/16/2003
Bully,Larry Clark,Teen film|Crime Fiction|Thriller|Drama,,/en/bully_2001,6/15/2001
Bunny,V. V. Vinayak,Musical|Romance Film|World cinema|Tollywood|Musical Drama|Drama,,/en/bunny_2005,4/6/2005
Bunshinsaba,Ahn Byeong-ki,Horror|World cinema|East Asian cinema,,/en/bunshinsaba,5/14/2004
Bunty Aur Babli,Shaad Ali,Romance Film|Musical|World cinema|Musical comedy|Comedy|Adventure Film|Crime Fiction,,/en/bunty_aur_babli,5/27/2005
Bus 174,José Padilha,Documentary film|True crime,,/en/onibus_174,10/22/2002
Bus Conductor,V. M. Vinu,Comedy|Action Film|Malayalam Cinema|World cinema|Drama,,/en/bus_conductor,12/23/2005
Busted Shoes and Broken Hearts: A Film About Lowlight,Michael Votto,Indie film|Documentary film,,/m/0bvs38,
Butterfly,Yan Yan Mak,LGBT|Chinese Movies|Drama,,/en/butterfly_2004,9/4/2004
Butterfly on a Wheel,Mike Barker,Thriller|Crime Thriller|Crime Fiction|Psychological thriller|Drama,,/en/butterfly_on_a_wheel,2/10/2007
C.I.D.Moosa,Johny Antony,Action Film|Comedy|Malayalam Cinema|World cinema,,/en/c_i_d_moosa,7/4/2003
C.R.A.Z.Y.,Jean-Marc Vallée,LGBT|Indie film|Comedy-drama|Gay|Gay Interest|Gay Themed|Historical period drama|Coming of age|Drama,,/en/c_r_a_z_y,5/27/2005
C.S.A.: The Confederate States of America,Kevin Willmott,Mockumentary|Satire|Black comedy|Parody|Indie film|Political cinema|Comedy|Drama,,/en/c_s_a_the_confederate_states_of_america,
Cabaret Paradis,Corinne Benizio|Gilles Benizio,Comedy,,/en/cabaret_paradis,4/12/2006
Caché,Michael Haneke,Thriller|Mystery|Psychological thriller|Drama,,/wikipedia/it_id/335645,5/14/2005
Cactuses,Matt Hannon|Rick Rapoza,Drama,,/en/cactuses,3/15/2006
Cadet Kelly,Larry Shaw,Teen film|Coming of age|Family|Comedy,,/en/cadet_kelly,3/8/2002
Caffeine,John Cosgrove,Romantic comedy|Romance Film|Indie film|Ensemble Film|Workplace Comedy|Comedy,,/en/caffeine_2006,
Cake,Nisha Ganatra|Jennifer Arzt,Romantic comedy|Short Film|Romance Film|Comedy|Drama,,/wikipedia/es_id/1062610,
Calcutta Mail,Sudhir Mishra,Thriller|Bollywood|World cinema,,/en/calcutta_mail,6/30/2003
Hackers Wanted,Sam Bozzo,Indie film|Documentary film,,/en/can_you_hack_it,
Candy,Neil Armfield,Romance Film|Indie film|World cinema|Drama,,/en/candy_2006,4/27/2006
Caótica Ana,Julio Medem,Romance Film|Mystery|Drama,,/en/caotica_ana,8/24/2007
Capote,Bennett Miller,Crime Fiction|Biographical film|Drama,,/en/capote,9/2/2005
Capturing the Friedmans,Andrew Jarecki,Documentary film|Mystery|Biographical film,,/en/capturing_the_friedmans,1/17/2003
Care Bears: Journey to Joke-a-lot,Mike Fallows,Musical|Computer Animation|Animation|Children's Fantasy|Children's/Family|Musical comedy|Comedy|Family,,/en/care_bears_journey_to_joke_a_lot,10/5/2004
Cargo,Clive Gordon,Thriller|Psychological thriller|Indie film|Adventure Film|Drama,,/en/cargo_2006,1/24/2006
Cars,John Lasseter|Joe Ranft,Animation|Family|Adventure Film|Sports|Comedy,,/en/cars,3/14/2006
Casanova,Lasse Hallström,Romance Film|Romantic comedy|Costume drama|Adventure Film|Historical period drama|Swashbuckler film|Comedy|Drama,,/en/casanova,9/3/2005
Sherlock: Case of Evil,Graham Theakston,Mystery|Action Film|Adventure Film|Thriller|Crime Fiction|Drama,,/en/case_of_evil,10/25/2002
Cast Away,Robert Zemeckis,Airplanes and airports|Adventure Film|Action/Adventure|Drama,,/en/cast_away,12/7/2000
Castlevania,Paul W. S. Anderson|Sylvain White,Action Film|Horror,,/en/castlevania_2007,
Catch Me If You Can,Steven Spielberg,Crime Fiction|Comedy|Biographical film|Drama,,/en/catch_me_if_you_can,12/16/2002
Catch That Kid,Bart Freundlich,Teen film|Adventure Film|Crime Fiction|Family|Caper story|Children's/Family|Crime Comedy|Family-Oriented Adventure|Comedy,,/en/catch_that_kid,2/6/2004
Caterina in the Big City,Paolo Virzì,Comedy|Drama,,/en/caterina_in_the_big_city,10/24/2003
Cats &amp; Dogs,Lawrence Guterman,Adventure Film|Family|Action Film|Children's/Family|Fantasy Adventure|Fantasy Comedy|Comedy,,/en/cats_dogs,7/4/2001
Catwoman,Pitof,Action Film|Crime Fiction|Fantasy|Action/Adventure|Thriller|Superhero movie,,/en/catwoman_2004,7/19/2004
Caved In: Prehistoric Terror,Richard Pepin,Science Fiction|Horror|Natural horror film|Monster|Fantasy|Television film|Creature Film|Sci-Fi Horror,,/en/caved_in_prehistoric_terror,1/7/2006
Cellular,David R. Ellis,Thriller|Action Film|Crime Thriller|Action/Adventure,,/en/cellular,9/10/2004
Center Stage,Nicholas Hytner,Teen film|Dance film|Musical|Musical Drama|Ensemble Film|Drama,,/en/center_stage,5/12/2000
Chai Lai,Poj Arnon,Action Film|Martial Arts Film|Comedy,,/en/chai_lai,1/26/2006
Chain,Jem Cohen,Documentary film,,/en/chain_2004,
Chakram,Krishna Vamsi,Romance Film|Drama|Tollywood|World cinema,,/en/chakram_2005,3/25/2005
Challenger,Philip Kaufman,Drama,,/en/challenger_2007,
Chalo Ishq Ladaaye,Aziz Sejawal,Romance Film|Comedy|Bollywood|World cinema,,/en/chalo_ishq_ladaaye,12/27/2002
Chalte Chalte,Aziz Mirza,Romance Film|Musical|Bollywood|Drama|Musical Drama,,/en/chalte_chalte,6/12/2003
Chameli,Sudhir Mishra|Anant Balani,Romance Film|Bollywood|World cinema|Drama,,/en/chameli,12/31/2003
Chandni Bar,Madhur Bhandarkar,Crime Fiction|Bollywood|World cinema|Drama,,/en/chandni_bar,9/28/2001
Chandramukhi,P. Vasu,Horror|World cinema|Musical|Horror comedy|Musical comedy|Comedy|Fantasy|Romance Film,,/en/chandramukhi,4/13/2005
Changing Lanes,Roger Michell,Thriller|Psychological thriller|Melodrama|Drama,,/en/changing_lanes,4/7/2002
Chaos,Tony Giglio,Thriller|Action Film|Crime Fiction|Heist film|Action/Adventure|Drama,,/en/chaos_2007,12/15/2005
Chaos,David DeFalco,Horror|Teen film|B movie|Slasher,,/en/chaos_2005,8/10/2005
Chaos and Creation at Abbey Road,Simon Hilton,Musical,,/en/chaos_and_creation_at_abbey_road,1/27/2006
Chaos Theory,Marcos Siega,Romance Film|Romantic comedy|Comedy-drama|Comedy|Drama,,/en/chaos_theory_2007,
Chapter 27,Jarrett Schaefer,Indie film|Crime Fiction|Biographical film|Drama,,/en/chapter_27,1/25/2007
Charlie and the Chocolate Factory,Tim Burton,Fantasy|Remake|Adventure Film|Family|Children's Fantasy|Children's/Family|Comedy,,/en/charlie_and_the_chocolate_factory_2005,7/10/2005
Charlie's Angels,Joseph McGinty Nichol,Action Film|Crime Fiction|Comedy|Adventure Film|Thriller,,/en/charlies_angels,10/22/2000
Charlie's Angels: Full Throttle,Joseph McGinty Nichol,Martial Arts Film|Action Film|Adventure Film|Crime Fiction|Action/Adventure|Action Comedy|Comedy,,/en/charlies_angels_full_throttle,6/18/2003
Charlotte Gray,Gillian Armstrong,Romance Film|War film|Political drama|Historical period drama|Film adaptation|Drama,,/en/charlotte_gray,12/17/2001
Charlotte's Web,Gary Winick,Animation|Family|Comedy,,/en/charlottes_web,12/7/2006
Chasing Liberty,Andy Cadiff,Romantic comedy|Teen film|Romance Film|Road movie|Comedy,,/en/chasing_liberty,1/7/2004
Chasing Papi,Linda Mendoza,Romance Film|Romantic comedy|Farce|Chase Movie|Comedy,,/en/chasing_papi,4/16/2003
Chasing Sleep,Michael Walker,Mystery|Psychological thriller|Surrealism|Thriller|Indie film|Suspense|Crime Thriller,,/en/chasing_sleep,9/16/2001
Chasing the Horizon,Markus Canter|Mason Canter,Documentary film|Auto racing,,/en/chasing_the_horizon,4/26/2006
Chathikkatha Chanthu,Meccartin,Comedy|Malayalam Cinema|World cinema|Drama,,/en/chathikkatha_chanthu,4/14/2004
Chhatrapati,S. S. Rajamouli,Action Film|Tollywood|World cinema|Drama,,/en/chatrapati,9/25/2005
Cheaper by the Dozen,Shawn Levy,Family|Comedy|Drama,,/en/cheaper_by_the_dozen_2003,12/25/2003
Cheaper by the Dozen 2,Adam Shankman,Family|Adventure Film|Domestic Comedy|Comedy,,/en/cheaper_by_the_dozen_2,12/21/2005
Checking Out,Jeff Hare,Black comedy|Comedy,,/en/checking_out_2005,4/10/2005
Chellamae,Gandhi Krishna,Romance Film|Tamil cinema|World cinema,,/en/chellamae,9/10/2004
Chemman Chaalai,Deepak Kumaran Menon,Tamil cinema|World cinema|Drama,,/en/chemman_chaalai,
Chennaiyil Oru Mazhai Kaalam,Prabhu Deva,,,/en/chennaiyil_oru_mazhai_kaalam,
The Farewell Tour,Dorina Sanchez|David Mallet,Music video,,/en/cher_the_farewell_tour_live_in_miami,8/26/2003
Cherry Falls,Geoffrey Wright,Satire|Slasher|Indie film|Horror|Horror comedy|Comedy,,/en/cherry_falls,7/29/2000
Chess,RajBabu,Crime Fiction|Thriller|Action Film|Comedy|Malayalam Cinema|World cinema,,/wikipedia/en_title/Chess_$00282006_film$0029,7/7/2006
Girl from Rio,Christopher Monger,Romantic comedy|Romance Film|Comedy,,/en/chica_de_rio,4/11/2003
Chicago,Rob Marshall,Musical|Crime Fiction|Comedy|Musical comedy,,/en/chicago_2002,12/10/2002
Chicken Little,Mark Dindal,Animation|Adventure Film|Comedy,,/en/chicken_little,10/30/2005
Chicken Run,Peter Lord|Nick Park,Family|Animation|Comedy,,/en/chicken_run,6/21/2000
Child Marriage,Neeraj Kumar,Documentary film,,/en/child_marriage_2005,
Children of Men,Alfonso Cuarón,Thriller|Action Film|Science Fiction|Dystopia|Doomsday film|Future noir|Mystery|Adventure Film|Film adaptation|Action Thriller|Drama,,/en/children_of_men,9/3/2006
Children of the Corn: Revelation,Guy Magar,Horror|Supernatural|Cult film,,/en/children_of_the_corn_revelation,10/9/2001
Children of the Living Dead,Tor Ramsey,Indie film|Teen film|Horror|Zombie Film|Horror comedy,,/en/children_of_the_living_dead,
Chinthamani Kolacase,Shaji Kailas,Horror|Mystery|Crime Fiction|Action Film|Thriller|Malayalam Cinema|World cinema,,/en/chinthamani_kolacase,3/31/2006
CHiPs,,Musical|Children's/Family,,/en/chips_2008,
Chithiram Pesuthadi,Mysskin,Romance Film|Tamil cinema|World cinema|Drama,,/en/chithiram_pesuthadi,2/10/2006
Chocolat,Lasse Hallström,Romance Film|Drama,,/en/chocolat_2000,12/15/2000
Choose Your Own Adventure The Abominable Snowman,Bob Doucette,Adventure Film|Family|Children's/Family|Family-Oriented Adventure|Animation,,/en/choose_your_own_adventure_the_abominable_snowman,7/25/2006
Chopin: Desire for Love,Jerzy Antczak,Biographical film|Romance Film|Music|Drama,,/en/chopin_desire_for_love,3/1/2002
Chopper,Andrew Dominik,Biographical film|Crime Fiction|Comedy|Drama,,/en/chopper,8/3/2000
Chori Chori,Milan Luthria,Romance Film|Musical|Romantic comedy|Musical comedy|Comedy|Bollywood|World cinema|Drama|Musical Drama,,/en/chori_chori_2003,8/1/2003
Chori Chori Chupke Chupke,Abbas Burmawalla|Mustan Burmawalla,Romance Film|Musical|Bollywood|World cinema|Drama|Musical Drama,,/en/chori_chori_chupke_chupke,3/9/2001
Christina's House,Gavin Wilding,Thriller|Mystery|Horror|Teen film|Slasher|Psychological thriller|Drama,,/en/christinas_house,2/24/2000
Christmas with the Kranks,Joe Roth,Christmas movie|Family|Film adaptation|Slapstick|Holiday Film|Comedy,,/en/christmas_with_the_kranks,11/24/2004
Chromophobia,Martha Fiennes,Family Drama|Drama,,/en/chromophobia,5/21/2005
Chubby Killer,Reuben Rox,Slasher|Indie film|Horror,,/en/chubby_killer,
Chukkallo Chandrudu,Siva Kumar,Comedy|Tollywood|World cinema|Drama,,/en/chukkallo_chandrudu,1/14/2006
Chup Chup Ke,Priyadarshan|Kookie Gulati,Romantic comedy|Comedy|Romance Film|Drama,,/en/chup_chup_ke,6/9/2006
Church Ball,Kurt Hale,Family|Sports|Comedy,,/en/church_ball,3/17/2006
Churchill: The Hollywood Years,Peter Richardson,Satire|Comedy,,/en/churchill_the_hollywood_years,12/3/2004
Cinderella III: A Twist in Time,Frank Nissen,Family|Animated cartoon|Fantasy|Romance Film|Animation|Children's/Family,,/en/cinderella_iii,2/6/2007
Cinderella Man,Ron Howard,Biographical film|Historical period drama|Romance Film|Sports|Drama,,/en/cinderella_man,5/23/2005
Cinemania,Angela Christlieb|Stephen Kijak,Documentary film|Culture &amp; Society,,/en/cinemania,
City of Ghosts,Matt Dillon,Thriller|Crime Fiction|Crime Thriller|Drama,,/en/city_of_ghosts,3/27/2003
City of God,Fernando Meirelles,Crime Fiction|Drama,,/en/city_of_god,5/18/2002
Claustrophobia,Mark Tapio Kines,Slasher|Horror,,/en/claustrophobia_2003,
Clean,Olivier Assayas,Music|Drama,,/en/clean,3/27/2004
"Clear Cut: The Story of Philomath, Oregon",Peter Richardson,Documentary film,,/en/clear_cut_the_story_of_philomath_oregon,1/20/2006
Clerks II,Kevin Smith,Buddy film|Workplace Comedy|Comedy,,/en/clerks_ii,5/26/2006
Click,Frank Coraci,Comedy|Fantasy|Drama,,/en/click,6/22/2006
Clockstoppers,Jonathan Frakes,Science Fiction|Teen film|Family|Thriller|Adventure Film|Comedy,,/en/clockstoppers,3/29/2002
Closer,Mike Nichols,Romance Film|Drama,,/en/closer_2004,12/3/2004
Closing the Ring,Richard Attenborough,War film|Romance Film|Drama,,/en/closing_the_ring,9/14/2007
Club Dread,Jay Chandrasekhar,Parody|Horror|Slasher|Black comedy|Indie film|Horror comedy|Comedy,,/en/club_dread,2/27/2004
Coach Carter,Thomas Carter,Coming of age|Sports|Docudrama|Biographical film|Drama,,/en/coach_carter,1/13/2005
The Coast Guard,Kim Ki-duk,Action Film|War film|East Asian cinema|World cinema|Drama,,/en/coast_guard_2002,11/14/2002
Code 46,Michael Winterbottom,Science Fiction|Thriller|Romance Film|Drama,,/en/code_46,5/7/2004
Codename: Kids Next Door: Operation Z.E.R.O.,Tom Warburton,Science Fiction|Animation|Adventure Film|Family|Comedy|Crime Fiction,,/en/codename_kids_next_door_operation_z_e_r_o,1/13/2006
Coffee and Cigarettes,Jim Jarmusch,Music|Comedy|Drama,,/en/coffee_and_cigarettes,9/5/2003
Cold Creek Manor,Mike Figgis,Thriller|Mystery|Psychological thriller|Crime Thriller|Drama,,/en/cold_creek_manor,9/19/2003
Cold Mountain,Anthony Minghella,War film|Romance Film|Drama,,/en/cold_mountain,12/25/2003
Cold Showers,Antony Cordier,Coming of age|LGBT|World cinema|Gay Themed|Teen film|Erotic Drama|Drama,,/en/cold_showers,5/22/2005
Collateral,Michael Mann,Thriller|Crime Fiction|Crime Thriller|Film noir|Drama,,/en/collateral,8/5/2004
Collateral Damage,Andrew Davis,Action Film|Thriller|Drama,,/en/collateral_damage_2002,2/4/2002
Comedian,Christian Charles,Indie film|Documentary film|Stand-up comedy|Comedy|Biographical film,,/en/comedian_2002,10/11/2002
Coming Out,Joel Zwick,Comedy|Drama,,/en/coming_out_2006,
Commitments,Carol Mayes,Romantic comedy|Romance Film|Drama,,/en/commitments,5/4/2001
Common Ground,Donna Deitch,LGBT|Drama,,/en/common_ground_2000,1/29/2000
Company,Ram Gopal Varma,Thriller|Action Film|Crime Fiction|Bollywood|World cinema|Drama,,/en/company_2002,4/15/2002
Confessions of a Dangerous Mind,George Clooney,Biographical film|Thriller|Crime Fiction|Comedy|Drama,,/en/confessions_of_a_dangerous_mind,
Confessions of a Teenage Drama Queen,Sara Sugarman,Family|Teen film|Musical comedy|Romantic comedy,,/en/confessions_of_a_teenage_drama_queen,2/17/2004
Confetti,Debbie Isitt,Mockumentary|Romantic comedy|Romance Film|Parody|Music|Comedy,,/en/confetti_2006,5/5/2006
Confidence,James Foley,Thriller|Crime Fiction|Drama,,/en/confidence_2004,1/20/2003
Connie and Carla,Michael Lembeck,LGBT|Buddy film|Comedy of Errors|Comedy,,/en/connie_and_carla,4/16/2004
Conspiracy,Frank Pierson,History|War film|Political drama|Historical period drama|Drama,,/en/conspiracy_2001,5/19/2001
Constantine,Francis Lawrence,Horror|Fantasy|Action Film,,/en/constantine_2005,2/8/2005
Control Room,Jehane Noujaim,Documentary film|Political cinema|Culture &amp; Society|War film|Journalism|Media studies,,/en/control_room,
Control,Anton Corbijn,Biographical film|Indie film|Musical|Japanese Movies|Drama|Musical Drama,,/en/control_the_ian_curtis_film,5/17/2007
Cope,Ronald Jackson|Ronald Jerry,Horror|B movie,,/en/cope_2005,1/23/2007
Copying Beethoven,Agnieszka Holland,Biographical film|Music|Historical fiction|Drama,,/en/copying_beethoven,7/30/2006
Corporate,Madhur Bhandarkar,Drama,,/en/corporate,7/7/2006
Corpse Bride,Tim Burton|Mike Johnson,Fantasy|Animation|Musical|Romance Film,,/en/corpse_bride,9/7/2005
Covert One: The Hades Factor,Mick Jackson,Thriller|Action Film|Action/Adventure,,/en/covert_one_the_hades_factor,
Cow Belles,Francine McDougall,Family|Television film|Teen film|Romantic comedy|Comedy,,/en/cow_belles,3/24/2006
Cowards Bend the Knee,Guy Maddin,Silent film|Indie film|Surrealism|Romance Film|Experimental film|Crime Fiction|Avant-garde|Drama,,/en/cowards_bend_the_knee,2/26/2003
Cowboy Bebop: The Movie,Shinichirō Watanabe,Anime|Science Fiction|Action Film|Animation|Comedy|Crime Fiction,,/en/cowboy_bebop_the_movie,9/1/2001
Coyote Ugly,David McNally,Musical|Romance Film|Comedy|Drama|Musical comedy|Musical Drama,,/en/coyote_ugly,7/31/2000
Crackerjack,Paul Moloney,Comedy,,/en/crackerjack_2002,11/7/2002
Cradle 2 the Grave,Andrzej Bartkowiak,Martial Arts Film|Thriller|Action Film|Crime Fiction|Buddy film|Action Thriller|Adventure Film|Crime,,/en/cradle_2_the_grave,2/28/2003
Cradle of Fear,Alex Chandon,Horror|B movie|Slasher,,/en/cradle_of_fear,
Crank,Neveldine/Taylor,Thriller|Action Film|Action/Adventure|Crime Thriller|Crime Fiction|Action Thriller,,/en/crank,8/31/2006
Crash,Paul Haggis,Crime Fiction|Indie film|Drama,,/en/crash_2004,9/10/2004
Crazy/Beautiful,John Stockwell,Teen film|Romance Film|Drama,,/en/crazy_beautiful,6/28/2001
Creep,Christopher Smith,Horror|Mystery|Thriller,,/en/creep_2005,8/10/2004
Criminal,Gregory Jacobs,Thriller|Crime Fiction|Indie film|Crime Thriller|Heist film|Comedy|Drama,,/en/criminal,9/10/2004
Crimson Gold,Jafar Panahi,World cinema|Thriller|Drama,,/en/crimson_gold,
Crimson Rivers II: Angels of the Apocalypse,Olivier Dahan,Action Film|Thriller|Crime Fiction,,/en/crimson_rivers_ii_angels_of_the_apocalypse,2/18/2004
Crocodile,Tobe Hooper,Horror|Natural horror film|Teen film|Thriller|Action Film|Action/Adventure,,/en/crocodile_2000,12/26/2000
Crocodile 2: Death Swamp,Gary Jones,Horror|Natural horror film|B movie|Action/Adventure|Action Film|Thriller|Adventure Film|Action Thriller|Creature Film,,/en/crocodile_2_death_swamp,8/1/2002
Crocodile Dundee in Los Angeles,Simon Wincer,Action Film|Adventure Film|Action/Adventure|World cinema|Action Comedy|Comedy|Drama,,/en/crocodile_dundee_in_los_angeles,4/12/2001
Crossing the Bridge: The Sound of Istanbul,Fatih Akın,Musical|Documentary film|Music|Culture &amp; Society,,/en/crossing_the_bridge_the_sound_of_istanbul,6/9/2005
Crossover,Preston A. Whitmore II,Action Film|Coming of age|Teen film|Sports|Short Film|Fantasy|Drama,,/en/crossover_2006,9/1/2006
Crossroads,Tamra Davis,Coming of age|Teen film|Musical|Romance Film|Romantic comedy|Adventure Film|Comedy-drama|Musical Drama|Musical comedy|Comedy|Drama,,/en/crossroads_2002,2/11/2002
"Crouching Tiger, Hidden Dragon",Ang Lee,Romance Film|Action Film|Martial Arts Film|Drama,,/en/crouching_tiger_hidden_dragon,5/16/2000
Cruel Intentions 3,Scott Ziehl,Erotica|Thriller|Teen film|Psychological thriller|Romance Film|Erotic thriller|Crime Fiction|Crime Thriller|Drama,,/en/cruel_intentions_3,5/25/2004
Crustacés et Coquillages,Jacques Martineau|Olivier Ducastel,Musical|Romantic comedy|LGBT|Romance Film|World cinema|Musical Drama|Musical comedy|Comedy|Drama,,/en/crustaces_et_coquillages,2/12/2005
Cry_Wolf,Jeff Wadlow,Slasher|Horror|Mystery|Thriller|Drama,,/en/cry_wolf,9/16/2005
Cube 2: Hypercube,Andrzej Sekuła,Science Fiction|Horror|Psychological thriller|Thriller|Escape Film,,/en/cube_2_hypercube,4/15/2002
Curious George,Matthew O'Callaghan,Animation|Adventure Film|Family|Comedy,,/en/curious_george_2006,2/10/2006
Curse of the Golden Flower,Zhang Yimou,Romance Film|Action Film|Drama,,/en/curse_of_the_golden_flower,12/21/2006
Cursed,Wes Craven,Horror|Thriller|Horror comedy|Comedy,,/en/cursed,11/7/2004
D-Tox,Jim Gillespie,Thriller|Crime Thriller|Horror|Mystery,,/en/d-tox,1/4/2002
Daddy,Suresh Krissna,Family|Drama|Tollywood|World cinema,,/en/daddy,10/4/2001
Daddy Day Care,Steve Carr,Family|Comedy,,/en/daddy_day_care,5/4/2003
Daddy-Long-Legs,Gong Jeong-shik,Romantic comedy|East Asian cinema|World cinema|Drama,,/en/daddy_long-legs,1/13/2005
Dahmer,David Jacobson,Thriller|Biographical film|LGBT|Crime Fiction|Indie film|Mystery|Cult film|Horror|Slasher|Drama,,/en/dahmer_2002,6/21/2002
Daisy,Andrew Lau,Chinese Movies|Romance Film|Melodrama|Drama,,/en/daisy_2006,3/9/2006
Daivanamathil,Jayaraj,Drama|Malayalam Cinema|World cinema,,/en/daivanamathil,
Daltry Calhoun,Katrina Holden Bronson,Black comedy|Comedy-drama|Comedy|Drama,,/en/daltry_calhoun,9/25/2005
Dan in Real Life,Peter Hedges,Romance Film|Romantic comedy|Comedy-drama|Domestic Comedy|Comedy|Drama,,/en/dan_in_real_life,10/26/2007
Dancer in the Dark,Lars von Trier,Musical|Crime Fiction|Melodrama|Drama|Musical Drama,,/en/dancer_in_the_dark,5/17/2000
Daniel Amos Live in Anaheim 1985,Dave Perry,Music video,,/en/daniel_amos_live_in_anaheim_1985,
Danny Deckchair,Jeff Balsmeyer,Romantic comedy|Indie film|Romance Film|World cinema|Fantasy Comedy|Comedy,,/en/danny_deckchair,
Daredevil,Mark Steven Johnson,Action Film|Fantasy|Thriller|Crime Fiction|Superhero movie,,/en/daredevil_2003,2/9/2003
Dark Blue,Ron Shelton,Action Film|Crime Fiction|Historical period drama|Drama,,/en/dark_blue,12/14/2002
Dark Harvest,"Paul Moore, Jr.",Horror|Slasher,,/en/dark_harvest,
Dark Water,Walter Salles,Thriller|Horror|Drama,,/en/dark_water,6/27/2005
Dark Water,Hideo Nakata,Thriller|Horror|Mystery|Drama,,/en/dark_water_2002,1/19/2002
Darkness,Jaume Balagueró,Horror,,/en/darkness_2002,10/3/2002
Darna Mana Hai,Prawaal Raman,Horror|Adventure Film|Bollywood|World cinema,,/en/darna_mana_hai,7/25/2003
Darna Zaroori Hai,Ram Gopal Varma|Jijy Philip|Prawaal Raman|Vivek Shah|J. D. Chakravarthy|Sajid Khan|Manish Gupta,Horror|Thriller|Comedy|Bollywood|World cinema,,/en/darna_zaroori_hai,4/28/2006
Darth Vader's Psychic Hotline,John E. Hudgens,Indie film|Short Film|Fan film,,/en/darth_vaders_psychic_hotline,4/16/2002
Darwin's Nightmare,Hubert Sauper,Documentary film|Political cinema|Biographical film,,/en/darwins_nightmare,9/1/2004
The Experiment,Paul Scheuring,Thriller|Psychological thriller|Drama,,/en/das_experiment,7/15/2010
Dasavathaaram,K. S. Ravikumar,Science Fiction|Disaster Film|Tamil cinema,,/en/dasavatharam,6/12/2008
Date Movie,Aaron Seltzer|Jason Friedberg,Romantic comedy|Parody|Romance Film|Comedy,,/en/date_movie,2/17/2006
Dave Attell's Insomniac Tour,Joel Gallen,Stand-up comedy|Comedy,,/en/dave_attells_insomniac_tour,4/11/2006
Dave Chappelle's Block Party,Michel Gondry,Documentary film|Music|Concert film|Hip hop film|Stand-up comedy|Comedy,,/en/dave_chappelles_block_party,3/3/2006
David &amp; Layla,Jay Jonroy,Romantic comedy|Indie film|Romance Film|Comedy-drama|Comedy|Drama,,/en/david_layla,10/21/2005
David Gilmour in Concert,David Mallet,Music video|Concert film,,/en/david_gilmour_in_concert,
